0.573,0
0.572,0
0.5775,0
0.5805,0
0.57925,0
0.57925,0
0.5825,0
0.5755,0
0.5755,0
0.58025,0
0.576,0
0.576,0
0.5845,0
0.57525,0
0.6785,0
0.731,0
0.752,0
0.8035,0
0.91475,0
0.9745,0
0.96075,0
1.004,0
0.95475,0
0.95825,0
0.97775,0
0.90325,0
0.85675,0
0.93025,0
0.8455,0
0.45925,0
0.19775,0
-0.037,0
-0.113,1
-0.18175,1
-0.26225,1
-0.3055,1
-0.214,1
-0.246,1
-0.2425,1
-0.2365,1
-0.24775,1
-0.24525,1
-0.2815,1
-0.274,1
-0.2685,1
-0.274,1
-0.272,1
-0.275,1
-0.256,1
-0.26825,1
-0.27,1
-0.27375,1
-0.275,1
-0.27425,1
-0.276,1
-0.274,1
-0.27225,1
-0.2755,1
-0.27575,1
-0.26775,1
-0.27675,1
-0.27125,1
-0.28175,1
-0.28475,1
-0.2825,1
-0.289,1
-0.286,1
-0.2905,1
-0.28875,1
-0.29775,1
-0.327,1
-0.3305,1
-0.33475,1
-0.31775,1
-0.32325,1
-0.36125,1
-0.32925,1
-0.2595,1
-0.33425,1
-0.314,1
-0.2775,1
-0.22175,1
-0.22425,1
-0.16525,1
-0.20925,1
-0.15875,1
-0.116,1
-0.11525,1
-0.166,1
-0.166,1
-0.12675,1
-0.10575,1
-0.09725,1
-0.09825,1
-0.1,1
-0.096,1
-0.0965,1
-0.0925,1
-0.10475,1
-0.0965,1
-0.1085,1
-0.098,1
-0.10025,1
-0.0845,1
-0.0875,1
-0.095,1
-0.0985,1
-0.08775,1
-0.08875,1
-0.08275,1
-0.08525,1
-0.08775,1
-0.096,1
-0.09225,1
-0.095,1
-0.101,1
-0.10275,1
-0.088,1
0.432,1
0.3255,1
0.014,1
0.0215,1
0.095,1
1.44675,0
1.425,0
1.17625,0
0.80325,0
0.9445,0
0.927,0
0.87175,0
0.74175,0
0.83625,0
0.8675,0
0.903,0
0.8815,0
0.84925,0
0.8345,0
0.98775,0
0.94825,0
0.899,0
0.9625,0
0.8395,0
0.869,0
1.0985,0
0.91575,0
0.77675,0
0.644,0
0.6845,0
0.702,0
0.78625,0
0.66725,0
0.57175,0
0.5195,0
0.873,0
0.95375,0
0.916,0
0.89975,0
0.67025,0
0.61975,0
0.60325,0
0.662,0
0.80225,0
0.73425,0
0.672,0
0.57075,0
0.647,0
0.6315,0
0.622,0
0.5875,0
0.8615,0
0.84,0
0.85175,0
0.56725,0
0.62525,0
0.64925,0
0.5735,0
0.6075,0
0.65875,0
0.67325,0
0.613,0
0.56725,0
0.57,0
0.58,0
0.60525,0
0.571,0
0.537,0
0.56725,0
0.611,0
0.5835,0
0.5725,0
0.57525,0
0.579,0
0.56925,0
0.58375,0
0.5705,0
0.59975,0
0.59275,0
0.58375,0
0.5855,0
0.55525,0
0.5685,0
0.56275,0
0.57875,0
0.58375,0
0.63625,0
0.6055,0
0.4985,0
0.39475,0
0.361,0
0.28875,1
-0.1265,1
-0.2085,1
-0.2215,1
-0.13025,1
-0.1315,1
-0.2415,1
-0.23225,1
-0.21125,1
-0.154,1
-0.12475,1
-0.087,1
-0.15875,1
-0.18775,1
-0.08125,1
-0.094,1
-0.355,1
-0.51525,1
0.08725,1
0.711,0
0.91825,0
0.3425,0
0.13,0
0.20875,0
0.34025,1
0.351,1
0.309,1
0.299,1
0.27825,1
0.22725,1
0.07425,1
-0.0235,1
-0.06825,1
-0.17625,1
-0.2185,1
-0.265,1
-0.2785,1
-0.29525,1
-0.28675,1
-0.2945,1
-0.3025,1
-0.31575,1
-0.307,1
-0.296,1
-0.22475,1
-0.05075,1
0.35225,1
0.72975,0
0.823,0
0.6385,0
0.463,0
0.52,0
0.507,0
0.54,0
0.4985,0
0.43575,0
0.19725,0
-0.055,1
-0.1235,1
-0.24725,1
-0.283,1
-0.25375,1
-0.24825,1
-0.2485,1
-0.25825,1
-0.267,1
-0.26525,1
