,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw
5880,-0.312,-0.137,0.958,-0.732,-2.136,15.197,0,0,0,0,19.291,-8.717
5900,-0.312,-0.137,0.958,-0.732,-2.136,15.197,0,0,0,0,19.286,-8.668
5920,-0.312,-0.137,0.958,-0.732,-2.136,15.197,0,0,0,0,19.286,-8.668
5940,-0.326,-0.142,0.958,-16.906,-1.647,17.517,0,0,0,0,19.264,-9.025
5960,-0.34,-0.149,0.943,-21.606,-1.159,16.662,0,0,0,0,19.302,-9.387
5980,-0.331,-0.178,0.953,-12.39,-1.342,13.244,0,0,0,0,19.363,-9.838
6000,-0.296,-0.164,0.94,-10.925,-5.859,13,0,0,0,0,19.341,-9.909
6020,-0.344,-0.164,0.938,-8.239,-8.239,8.728,0,0,0,0,19.237,-10.025
6040,-0.337,-0.152,0.952,-7.141,-11.169,6.53,0,0,0,0,19,-10.151
6060,-0.374,-0.15,0.952,-7.69,-7.385,5.187,0,0,0,0,18.901,-10.217
6080,-0.39,-0.143,0.944,-5.187,-1.831,0.854,0,0,0,0,18.858,-10.283
6100,-0.365,-0.154,0.947,-5.249,-2.014,-1.037,0,0,0,0,18.858,-10.365
6120,-0.328,-0.173,0.952,-5.187,-4.943,-2.136,0,0,0,0,18.764,-10.524
6140,-0.312,-0.187,0.957,-2.746,-3.784,-1.525,0,0,0,0,18.693,-10.579
6160,-0.312,-0.187,0.957,-2.746,-3.784,-1.525,0,0,0,0,18.671,-10.596
6180,-0.314,-0.18,0.954,1.403,-0.549,0.305,0,0,0,0,18.638,-10.601
6200,-0.314,-0.18,0.954,1.403,-0.549,0.305,0,0,0,0,18.632,-10.59
6220,-0.2,-0.186,0.948,5.432,-2.38,1.831,0,0,0,0,18.566,-10.53
6240,-0.21,-0.171,0.967,12.573,-8.239,-3.173,0,0,0,0,18.143,-10.151
6260,-0.234,-0.146,0.968,6.835,-11.23,-6.896,0,0,0,0,17.781,-9.964
6280,-0.34,-0.158,0.966,7.446,-18.493,-6.408,0,0,0,0,17.171,-9.805
6300,-0.366,-0.156,0.979,6.774,-19.592,0.854,0,0,0,0,16.995,-9.728
6320,-0.397,-0.141,0.975,-0.427,-17.822,4.882,0,0,0,0,16.671,-9.596
6340,-0.397,-0.141,0.975,-0.427,-17.822,4.882,0,0,0,0,16.474,-9.558
6360,-0.245,-0.158,0.947,6.347,-23.071,-2.197,0,0,0,0,15.787,-9.431
6380,-0.345,-0.136,0.982,3.234,-18.615,-2.197,0,0,0,0,15.221,-9.277
6400,-0.269,-0.138,0.974,0.732,-15.502,-4.394,0,0,0,0,15.144,-9.272
6420,-0.269,-0.138,0.974,0.732,-15.502,-4.394,0,0,0,0,15.062,-9.266
6440,-0.33,-0.14,0.974,-2.319,-13.61,-7.69,0,0,0,0,14.661,-9.321
6460,-0.295,-0.15,0.97,2.929,-9.338,-5.615,0,0,0,0,14.617,-9.31
6480,-0.216,-0.156,0.979,-1.892,-15.258,-10.559,0,0,0,0,14.007,-9.283
6500,-0.216,-0.156,0.979,-1.892,-15.258,-10.559,0,0,0,0,14.007,-9.283
6520,-0.216,-0.156,0.979,-1.892,-15.258,-10.559,0,0,0,0,13.919,-9.299
6540,-0.21,-0.141,0.977,0.305,-26.245,-14.16,0,0,0,0,13.194,-9.437
6560,-0.245,-0.142,0.986,9.887,-7.629,-8.605,0,0,0,0,12.37,-9.244
6580,-0.245,-0.142,0.986,9.887,-7.629,-8.605,0,0,0,0,12.332,-9.201
6600,-0.245,-0.142,0.986,9.887,-7.629,-8.605,0,0,0,0,12.293,-9.157
6620,-0.245,-0.142,0.986,9.887,-7.629,-8.605,0,0,0,0,12.293,-9.157
6640,-0.162,-0.154,0.984,-6.408,-15.502,-6.042,0,0,0,0,11.92,-9.234
6660,-0.224,-0.139,0.982,21.362,-14.526,-9.826,0,0,0,0,11.574,-9.234
6680,-0.254,-0.057,1.001,2.197,-27.893,-36.804,0,0,0,0,9.645,-8.508
6700,0.06,-0.115,0.998,16.052,-37.719,-64.208,0,0,0,0,8.953,-8.442
6720,-0.243,-0.121,1.031,-8.3,-46.63,-56.823,0,0,0,0,7.899,-8.508
6740,-0.243,-0.121,1.031,-8.3,-46.63,-56.823,0,0,0,0,7.899,-8.508
6760,-0.082,-0.198,0.97,34.729,-42.846,-44.433,0,0,0,0,7.135,-8.508
6780,-0.31,-0.159,1.027,6.286,-50.17,-28.625,0,0,0,0,5.916,-8.058
6800,-0.202,-0.159,1.002,-11.962,-31.311,-21.85,0,0,0,0,4.987,-8.234
6820,-0.202,-0.159,1.002,-11.962,-31.311,-21.85,0,0,0,0,4.987,-8.234
6840,-0.202,-0.159,1.002,-11.962,-31.311,-21.85,0,0,0,0,4.987,-8.234
6860,-0.202,-0.159,1.002,-11.962,-31.311,-21.85,0,0,0,0,4.987,-8.234
6880,-0.029,-0.15,1.003,12.207,-19.348,-9.948,0,0,0,0,4.724,-8.25
6900,-0.029,-0.15,1.003,12.207,-19.348,-9.948,0,0,0,0,4.504,-8.135
6920,-0.029,-0.15,1.003,12.207,-19.348,-9.948,0,0,0,0,4.504,-8.135
6940,-0.203,-0.17,1.02,9.887,-18.493,-2.319,0,0,0,0,4.246,-7.992
6960,-0.203,-0.17,1.02,9.887,-18.493,-2.319,0,0,0,0,4.103,-7.899
6980,-0.083,-0.134,1.03,-5.126,0.61,7.263,0,0,0,0,5.02,-7.239
7000,-0.126,-0.101,1.01,-7.08,7.019,6.53,0,0,0,0,5.35,-7.443
7020,-0.126,-0.101,1.01,-7.08,7.019,6.53,0,0,0,0,5.35,-7.443
7040,-0.126,-0.101,1.01,-7.08,7.019,6.53,0,0,0,0,5.35,-7.443
7060,-0.166,-0.101,1.013,10.864,6.896,1.953,0,0,0,0,5.526,-7.141
7080,-0.166,-0.101,1.013,10.864,6.896,1.953,0,0,0,0,5.526,-7.141
7100,-0.166,-0.101,1.013,10.864,6.896,1.953,0,0,0,0,5.57,-7.08
7120,-0.166,-0.101,1.013,10.864,6.896,1.953,0,0,0,0,5.57,-7.08
7140,-0.166,-0.101,1.013,10.864,6.896,1.953,0,0,0,0,5.57,-7.08
7160,-0.166,-0.101,1.013,10.864,6.896,1.953,0,0,0,0,5.57,-7.08
7180,-0.166,-0.101,1.013,10.864,6.896,1.953,0,0,0,0,5.57,-7.08
7200,-0.166,-0.101,1.013,10.864,6.896,1.953,0,0,0,0,5.57,-7.08
7220,-0.166,-0.101,1.013,10.864,6.896,1.953,0,0,0,0,5.57,-7.08
7240,-0.166,-0.101,1.013,10.864,6.896,1.953,0,0,0,0,5.663,-6.965
7260,-0.084,-0.132,1,3.54,-0.549,-8.605,0,0,0,0,5.652,-7.267
7280,-0.091,-0.13,1.004,-6.347,0.732,1.098,0,0,0,0,5.059,-8.278
7300,-0.095,-0.132,1.009,-13.61,-2.136,0,0,0,0,0,5.042,-8.558
7320,-0.078,-0.199,0.98,13.977,-0.366,3.845,0,0,0,0,5.031,-8.497
7340,-0.125,-0.101,1.019,0.793,-0.61,2.99,0,0,0,0,5.037,-8.36
7360,-0.125,-0.101,1.019,0.793,-0.61,2.99,0,0,0,0,5.053,-8.322
7380,-0.095,-0.143,1.005,4.272,0.854,3.295,0,0,0,0,5.075,-8.256
7400,-0.104,-0.126,1.008,5.859,1.953,4.638,0,0,0,0,5.136,-8.096
7420,-0.104,-0.126,1.008,5.859,1.953,4.638,0,0,0,0,5.136,-8.096
7440,-0.086,-0.125,1.005,4.821,2.441,3.295,0,0,0,0,5.223,-7.915
7460,-0.098,-0.125,1.006,3.967,1.953,2.197,0,0,0,0,5.262,-7.838
7480,-0.098,-0.125,1.006,3.967,1.953,2.197,0,0,0,0,5.284,-7.794
7500,-0.099,-0.116,1.006,-2.502,0.244,-1.037,0,0,0,0,5.377,-7.63
7520,-0.098,-0.123,1.007,-5.92,-1.098,-2.319,0,0,0,0,5.372,-7.717
7540,-0.098,-0.123,1.007,-5.92,-1.098,-2.319,0,0,0,0,5.366,-7.745
7560,-0.101,-0.135,1.007,-4.211,-1.098,-1.525,0,0,0,0,5.339,-7.86
7580,-0.101,-0.124,1.007,-3.723,-1.586,1.159,0,0,0,0,5.322,-7.904
7600,-0.1,-0.127,1.006,-6.469,-2.319,0.671,0,0,0,0,5.284,-8.009
7620,-0.096,-0.131,1.006,-5.981,-2.258,-0.427,0,0,0,0,5.24,-8.124
7640,-0.096,-0.131,1.006,-5.981,-2.258,-0.427,0,0,0,0,5.229,-8.151
7660,-0.096,-0.135,1.004,-4.577,-2.258,0.305,0,0,0,0,5.213,-8.201
7680,-0.096,-0.135,1.004,-4.577,-2.258,0.305,0,0,0,0,5.191,-8.245
7700,-0.073,-0.127,1.007,-4.455,-2.014,-1.831,0,0,0,0,5.163,-8.283
7720,-0.107,-0.14,1.005,-5.92,-1.77,-0.427,0,0,0,0,5.114,-8.371
7740,-0.103,-0.137,1.002,-6.896,-0.915,-1.159,0,0,0,0,5.092,-8.519
7760,-0.103,-0.137,1.002,-6.896,-0.915,-1.159,0,0,0,0,5.092,-8.519
7780,-0.103,-0.137,1.002,-6.896,-0.915,-1.159,0,0,0,0,5.086,-8.585
7800,-0.083,-0.139,1.004,-2.258,0.793,-0.427,0,0,0,0,5.086,-8.723
7820,-0.082,-0.146,1.006,-1.953,0.732,-1.159,0,0,0,0,5.092,-8.745
7840,-0.102,-0.143,1.003,-3.295,-0.549,-1.586,0,0,0,0,5.086,-8.822
7860,-0.109,-0.142,1.002,-5.004,-1.037,-1.892,0,0,0,0,5.081,-8.843
7880,-0.11,-0.148,1.008,-4.089,-1.159,-0.793,0,0,0,0,5.07,-8.931
7900,-0.106,-0.145,1.006,-1.22,-1.342,-0.183,0,0,0,0,5.048,-9.003
7920,-0.094,-0.158,1.004,-2.197,-2.685,-0.122,0,0,0,0,4.943,-9.058
7940,-0.092,-0.155,1.007,5.249,0.976,5.249,0,0,0,0,4.932,-9.03
7960,-0.092,-0.155,1.007,5.249,0.976,5.249,0,0,0,0,4.938,-9.003
7980,-0.092,-0.155,1.007,5.249,0.976,5.249,0,0,0,0,4.96,-8.942
8000,-0.11,-0.131,0.998,1.098,-1.342,1.647,0,0,0,0,4.938,-8.833
8020,-0.113,-0.131,1.009,-10.192,-1.708,-2.99,0,0,0,0,4.949,-8.931
8040,-0.107,-0.136,1.016,-7.751,1.037,-1.403,0,0,0,0,4.938,-9.107
8060,-0.107,-0.136,1.016,-7.751,1.037,-1.403,0,0,0,0,4.938,-9.107
8080,-0.107,-0.136,1.016,-7.751,1.037,-1.403,0,0,0,0,4.938,-9.107
8100,-0.107,-0.136,1.016,-7.751,1.037,-1.403,0,0,0,0,4.949,-9.179
8120,-0.088,-0.147,1.008,-8.483,1.708,-0.915,0,0,0,0,4.976,-9.294
8140,-0.088,-0.148,1.003,-10.253,1.098,-1.892,0,0,0,0,4.993,-9.42
8160,-0.109,-0.184,1,-9.216,-3.54,-5.615,0,0,0,0,4.91,-9.937
8180,-0.109,-0.184,1,-9.216,-3.54,-5.615,0,0,0,0,4.91,-9.937
8200,-0.102,-0.182,1.001,3.906,-1.281,1.464,0,0,0,0,4.833,-10.025
8220,-0.102,-0.182,1.001,3.906,-1.281,1.464,0,0,0,0,4.828,-9.986
8240,-0.088,-0.162,1,5.249,-1.22,4.455,0,0,0,0,4.812,-9.766
8260,-0.088,-0.162,1,5.249,-1.22,4.455,0,0,0,0,4.812,-9.766
8280,-0.088,-0.147,1.002,3.234,-1.22,2.685,0,0,0,0,4.806,-9.607
8300,-0.081,-0.149,1.006,1.037,-0.915,1.403,0,0,0,0,4.79,-9.525
8320,-0.081,-0.149,1.006,1.037,-0.915,1.403,0,0,0,0,4.784,-9.514
8340,-0.087,-0.159,1,-1.77,1.22,-1.953,0,0,0,0,4.768,-9.536
8360,-0.087,-0.159,1,-1.77,1.22,-1.953,0,0,0,0,4.773,-9.547
8380,-0.087,-0.159,1,-1.77,1.22,-1.953,0,0,0,0,4.773,-9.547
8400,-0.089,-0.166,1,-1.77,1.586,-1.953,0,0,0,0,4.784,-9.563
8420,-0.098,-0.161,1.002,-0.427,0.549,-0.305,0,0,0,0,4.839,-9.607
8440,-0.098,-0.157,1.003,-0.427,0.732,0,0,0,0,0,4.855,-9.607
8460,-0.092,-0.16,1.004,0.61,0.366,0.427,0,0,0,0,4.894,-9.591
8480,-0.092,-0.153,1.002,-0.549,-0.427,0.976,0,0,0,0,4.894,-9.585
8500,-0.102,-0.155,1.002,-1.892,-1.281,-0.122,0,0,0,0,4.888,-9.596
8520,-0.074,-0.158,1.001,-2.014,-2.929,3.112,0,0,0,0,4.822,-9.64
8540,-0.109,-0.167,1,-1.586,-2.502,3.479,0,0,0,0,4.773,-9.673
8560,-0.109,-0.167,1,-1.586,-2.502,3.479,0,0,0,0,4.773,-9.673
8580,-0.087,-0.151,1.005,-1.708,-2.014,1.403,0,0,0,0,4.751,-9.684
8600,-0.087,-0.151,1.005,-1.708,-2.014,1.403,0,0,0,0,4.74,-9.689
8620,-0.086,-0.163,1,-3.54,-2.685,0,0,0,0,0,4.674,-9.761
8640,-0.091,-0.161,1.005,-2.319,-1.586,-0.427,0,0,0,0,4.608,-9.838
8660,-0.091,-0.159,1.004,-5.126,-2.746,-0.122,0,0,0,0,4.586,-9.887
8680,-0.086,-0.169,1,-3.051,-2.38,0.122,0,0,0,0,4.553,-9.948
8700,-0.089,-0.163,1.001,-2.624,-2.38,0.061,0,0,0,0,4.509,-9.997
8720,-0.089,-0.163,1.001,-2.624,-2.38,0.061,0,0,0,0,4.498,-10.008
8740,-0.087,-0.166,1,-2.685,-1.708,-0.244,0,0,0,0,4.465,-10.052
8760,-0.079,-0.174,1.004,-1.22,-1.159,-1.281,0,0,0,0,4.438,-10.09
8780,-0.079,-0.174,1.004,-1.22,-1.159,-1.281,0,0,0,0,4.421,-10.101
8800,-0.086,-0.17,1.005,-0.061,-0.61,-0.671,0,0,0,0,4.421,-10.096
8820,-0.087,-0.166,1,1.22,0.732,-0.671,0,0,0,0,4.427,-10.079
8840,-0.082,-0.171,1.003,0.976,0.427,-0.549,0,0,0,0,4.449,-10.03
8860,-0.086,-0.167,1.001,1.159,0.671,-0.61,0,0,0,0,4.46,-10.008
8880,-0.086,-0.167,1.001,1.159,0.671,-0.61,0,0,0,0,4.46,-10.008
8900,-0.086,-0.167,1.001,1.159,0.671,-0.61,0,0,0,0,4.465,-10.003
8920,-0.089,-0.163,1.003,1.403,0.244,-1.159,0,0,0,0,4.482,-9.937
8940,-0.091,-0.163,1.004,1.098,0.122,-1.22,0,0,0,0,4.493,-9.893
8960,-0.085,-0.163,1.002,2.99,0.854,-1.281,0,0,0,0,4.526,-9.783
8980,-0.091,-0.158,1.005,4.638,1.525,-2.38,0,0,0,0,4.559,-9.667
9000,-0.1,-0.154,1.006,3.295,2.075,-2.38,0,0,0,0,4.603,-9.596
9020,-0.092,-0.153,1,4.699,4.516,-4.211,0,0,0,0,4.685,-9.503
9040,-0.101,-0.149,1.004,10.375,8.544,-7.934,0,0,0,0,4.839,-9.299
9060,-0.09,-0.156,1.006,13.732,10.681,-8.605,0,0,0,0,5.026,-9.036
9080,-0.083,-0.153,1.008,9.582,7.629,-6.958,0,0,0,0,5.053,-8.992
9100,-0.083,-0.153,1.008,9.582,7.629,-6.958,0,0,0,0,5.119,-8.898
9120,-0.113,-0.137,1.011,3.295,5.004,-9.216,0,0,0,0,5.213,-8.811
9140,-0.095,-0.154,1.005,-4.272,0.366,-4.333,0,0,0,0,5.317,-8.975
9160,-0.095,-0.154,1.005,-4.272,0.366,-4.333,0,0,0,0,5.311,-9.019
9180,-0.089,-0.16,1.002,-0.305,0.549,-3.173,0,0,0,0,5.311,-9.03
9200,-0.101,-0.156,1.008,6.591,1.831,1.098,0,0,0,0,5.344,-8.931
9220,-0.104,-0.144,1.006,0.976,-0.549,4.15,0,0,0,0,5.388,-8.767
9240,-0.1,-0.146,1.005,-0.915,-1.342,2.746,0,0,0,0,5.383,-8.75
9260,-0.1,-0.146,1.005,-0.915,-1.342,2.746,0,0,0,0,5.377,-8.75
9280,-0.1,-0.146,1.005,-0.915,-1.342,2.746,0,0,0,0,5.372,-8.756
9300,-0.104,-0.145,1.003,-1.892,-1.037,0.61,0,0,0,0,5.366,-8.767
9320,-0.106,-0.147,1.007,-1.647,-0.976,0.305,0,0,0,0,5.355,-8.8
9340,-0.106,-0.147,1.007,-1.647,-0.976,0.305,0,0,0,0,5.35,-8.811
9360,-0.095,-0.148,1.008,-6.896,-5.249,1.708,0,0,0,0,5.245,-8.937
9380,-0.106,-0.146,1.006,-10.559,-6.408,3.295,0,0,0,0,5.147,-9.08
9400,-0.106,-0.146,1.006,-10.559,-6.408,3.295,0,0,0,0,5.092,-9.179
9420,-0.08,-0.109,1.024,-10.925,-4.638,8.666,0,0,0,0,5.031,-9.31
9440,-0.06,-0.332,1.154,-67.687,-50.903,9.704,0,0,0,0,4.367,-10.7
9460,0.366,-0.726,1.421,-293.273,-167.846,-33.325,0,0,0,0,-0.142,-16.655
9480,0.366,-0.726,1.421,-293.273,-167.846,-33.325,0,0,0,0,-1.884,-19.671
9500,0.498,-0.839,1.184,-25.024,-94.604,21.484,0,0,0,0,-2.73,-20.072
9520,0.498,-0.839,1.184,-25.024,-94.604,21.484,0,0,0,0,-3.57,-20.473
9540,0.555,-0.555,1.164,110.839,-60.546,46.691,0,0,0,0,-5.004,-18.792
9560,0.367,-0.381,1.071,152.709,-49.56,57.434,0,0,0,0,-6.223,-15.034
9580,0.19,-0.327,0.967,188.537,-35.156,59.692,0,0,0,0,-6.322,-14.144
9600,0.19,-0.327,0.967,188.537,-35.156,59.692,0,0,0,0,-6.322,-14.144
9620,0.172,-0.353,0.938,180.297,-72.448,90.576,0,0,0,0,-7.767,-8.283
9640,0.21,-0.276,0.78,108.642,-155.517,139.221,0,0,0,0,-10.491,-6.773
9660,-0.131,0.281,-0.086,-127.136,-261.291,45.288,0,0,0,0,-19.368,-8.767
9680,-0.195,0.309,-0.029,-168.64,-274.475,60.363,0,0,0,0,-23.455,-11.48
9700,-0.195,0.309,-0.029,-168.64,-274.475,60.363,0,0,0,0,-24.494,-12.398
9720,0.204,0.363,0.192,-189.27,-314.147,13.793,0,0,0,0,-33.766,-20.747
9740,0.062,0.408,0.225,-189.453,-316.406,-5.31,0,0,0,0,-39.017,-25.576
9760,0.015,0.427,0.209,-178.649,-307.434,1.586,0,0,0,0,-42.769,-29.481
9780,0.015,0.427,0.209,-178.649,-307.434,1.586,0,0,0,0,-43.939,-30.838
9800,0.015,0.427,0.209,-178.649,-307.434,1.586,0,0,0,0,-45.098,-32.25
9820,0.015,0.427,0.209,-178.649,-307.434,1.586,0,0,0,0,-45.098,-32.25
9840,0.335,0.302,0.297,-153.869,-302.063,-44.921,0,0,0,0,-50.075,-37.71
9860,0.686,-0.403,0.276,-9.704,-258.605,-54.87,0,0,0,0,-58.447,-46.735
9880,1.667,-1.311,0.307,52.185,-317.504,-21.545,0,0,0,0,-67.12,-66.346
9900,1.644,-1.418,0.3,78.857,-308.715,35.217,0,0,0,0,-67.955,-76.025
9920,1.79,-0.693,0.229,100.402,-139.282,-110.595,0,0,0,0,-71.531,-92.587
9940,1.79,-0.693,0.229,100.402,-139.282,-110.595,0,0,0,0,-72.531,-95.949
9960,1.3,-0.374,0.108,-55.908,72.998,0,0,0,0,0,-73.355,-94.685
9980,1.3,-0.374,0.108,-55.908,72.998,0,0,0,0,0,-73.383,-93.691
10000,1.31,-0.508,0.009,-95.825,107.971,52.856,0,0,0,0,-73.163,-90.335
10020,1.31,-0.508,0.009,-95.825,107.971,52.856,0,0,0,0,-72.295,-86.594
10040,1.269,-0.568,0.034,-57.312,118.713,111.206,0,0,0,0,-71.054,-83.836
10060,1.205,-0.497,0.037,-14.648,94.543,164.733,0,0,0,0,-66.187,-78.656
10080,0.921,-0.401,-0.04,23.803,17.517,17.333,0,0,0,0,-63.176,-76.651
10100,0.783,-0.326,-0.032,40.893,-0.732,-22.46,0,0,0,0,-63.5,-76.08
10120,0.806,-0.417,-0.083,44.067,-19.836,-21.972,0,0,0,0,-63.819,-75.849
10140,0.809,-0.383,-0.083,53.71,-34.362,-23.132,0,0,0,0,-64.302,-75.964
10160,0.815,-0.371,-0.094,63.903,-44.25,-43.518,0,0,0,0,-65.05,-76.316
10180,0.825,-0.254,-0.009,39.001,-52.185,-46.813,0,0,0,0,-66.395,-77.475
10200,0.9,-0.286,-0.012,31.921,-58.349,-27.77,0,0,0,0,-67.082,-78.804
10220,0.999,-0.383,0.009,30.944,-45.043,2.807,0,0,0,0,-67.571,-81.491
10240,1.054,-0.466,0.044,32.592,-30.761,7.69,0,0,0,0,-67.527,-81.936
10260,1.042,-0.486,0.019,23.193,-23.498,6.286,0,0,0,0,-67.406,-82.93
10280,0.918,-0.378,-0.031,18.066,6.347,15.014,0,0,0,0,-67.241,-83.276
10300,0.874,-0.317,-0.054,18.615,15.991,5.249,0,0,0,0,-66.956,-82.721
10320,0.874,-0.317,-0.054,18.615,15.991,5.249,0,0,0,0,-66.818,-82.051
10340,0.871,-0.343,-0.057,19.287,13.305,-3.784,0,0,0,0,-66.818,-81.842
10360,0.872,-0.363,-0.054,12.023,15.991,-3.967,0,0,0,0,-66.796,-80.787
10380,0.872,-0.447,-0.14,3.784,14.282,3.051,0,0,0,0,-66.648,-79.403
10400,0.872,-0.447,-0.14,3.784,14.282,3.051,0,0,0,0,-66.648,-79.403
10420,0.872,-0.447,-0.14,3.784,14.282,3.051,0,0,0,0,-66.522,-79.151
10440,0.388,-0.516,-0.143,15.197,-45.593,60.668,0,0,0,0,-65.39,-80.661
10460,0.836,-0.467,-0.131,31.127,-11.352,13,0,0,0,0,-63.989,-82.391
10480,0.871,-0.397,-0.079,28.686,-7.812,-18.005,0,0,0,0,-64.22,-82.243
10500,0.83,-0.416,-0.024,17.944,-6.286,-26.428,0,0,0,0,-64.423,-82.155
10520,0.83,-0.416,-0.024,17.944,-6.286,-26.428,0,0,0,0,-64.55,-82.122
10540,0.818,-0.397,0.031,-8.85,-9.46,-9.826,0,0,0,0,-65.203,-82.287
10560,0.867,-0.461,0.022,-8.361,-12.878,-22.399,0,0,0,0,-65.709,-83.633
10580,0.867,-0.461,0.022,-8.361,-12.878,-22.399,0,0,0,0,-66.022,-84.116
10600,0.853,-0.45,0.024,-3.601,-6.408,-13.244,0,0,0,0,-66.082,-84.193
10620,0.853,-0.45,0.024,-3.601,-6.408,-13.244,0,0,0,0,-66.137,-84.27
10640,0.897,-0.447,0.04,20.629,-21.972,-4.333,0,0,0,0,-66.275,-84.561
10660,0.897,-0.447,0.04,20.629,-21.972,-4.333,0,0,0,0,-66.275,-84.561
10680,0.897,-0.447,0.04,20.629,-21.972,-4.333,0,0,0,0,-66.275,-84.561
10700,0.903,-0.367,-0.021,10.437,-38.391,-4.638,0,0,0,0,-66.961,-88.659
10720,0.915,-0.349,-0.038,8.239,-31.311,-3.234,0,0,0,0,-67.12,-90.807
10740,0.97,-0.421,-0.063,-2.868,9.094,-21.972,0,0,0,0,-67.719,-91.087
10760,0.907,-0.428,-0.049,-6.408,17.333,-16.601,0,0,0,0,-67.895,-90.845
10780,0.837,-0.431,-0.048,-11.596,7.629,-5.737,0,0,0,0,-68.142,-90.219
10800,0.812,-0.432,-0.078,-14.77,-10.742,-4.699,0,0,0,0,-68.153,-91.043
10820,0.829,-0.436,-0.117,-9.948,-25.817,-6.042,0,0,0,0,-68.153,-91.428
10840,0.829,-0.436,-0.117,-9.948,-25.817,-6.042,0,0,0,0,-68.153,-91.428
10860,0.857,-0.43,-0.123,-2.929,-30.7,-0.915,0,0,0,0,-68.098,-93.389
10880,0.882,-0.428,-0.043,20.996,-29.846,-2.197,0,0,0,0,-67.708,-96.69
10900,0.882,-0.428,-0.043,20.996,-29.846,-2.197,0,0,0,0,-67.653,-97.443
10920,0.854,-0.427,-0.047,-2.624,-29.602,-8.605,0,0,0,0,-67.686,-98.558
10940,0.79,-0.448,-0.081,-4.211,-34.912,-1.159,0,0,0,0,-67.51,-100.607
10960,0.812,-0.439,-0.106,3.967,-48.095,11.23,0,0,0,0,-67.148,-102.128
10980,0.925,-0.442,-0.123,3.051,-52.001,13.488,0,0,0,0,-66.478,-104.765
11000,0.994,-0.459,-0.142,-4.821,-44.86,2.624,0,0,0,0,-66.236,-106.298
11020,1.016,-0.467,-0.17,1.464,-26.184,-3.417,0,0,0,0,-66.126,-107.094
11040,1.016,-0.467,-0.17,1.464,-26.184,-3.417,0,0,0,0,-66.126,-107.094
11060,0.892,-0.47,-0.18,14.404,-26.123,35.583,0,0,0,0,-64.89,-108.457
11080,0.939,-0.431,-0.195,8.666,-28.625,41.931,0,0,0,0,-64.401,-108.698
11100,0.981,-0.381,-0.219,-10.559,-18.859,37.353,0,0,0,0,-63.72,-109.044
11120,0.981,-0.381,-0.219,-10.559,-18.859,37.353,0,0,0,0,-63.336,-109.264
11140,0.87,-0.307,-0.379,-73.913,-9.338,15.136,0,0,0,0,-62.501,-110.934
11160,0.845,-0.417,-0.533,-76.599,-18.432,-3.784,0,0,0,0,-62.188,-113.373
11180,0.877,-0.555,-0.578,0.488,-37.17,30.273,0,0,0,0,-61.056,-115.9
11200,1.004,-0.495,-0.477,14.953,-31.677,25.329,0,0,0,0,-60.034,-116.477
11220,1.004,-0.495,-0.477,14.953,-31.677,25.329,0,0,0,0,-59.392,-116.718
11240,1.012,-0.48,-0.375,4.821,-23.254,10.07,0,0,0,0,-59.166,-116.965
11260,0.917,-0.458,-0.331,-13.854,-21.118,4.028,0,0,0,0,-58.798,-117.669
11280,0.917,-0.458,-0.331,-13.854,-21.118,4.028,0,0,0,0,-58.666,-118.13
11300,0.85,-0.406,-0.335,-16.052,-26.367,1.464,0,0,0,0,-58.562,-118.663
11320,0.836,-0.419,-0.368,-21.911,-9.948,-20.019,0,0,0,0,-58.485,-119.509
11340,0.836,-0.419,-0.368,-21.911,-9.948,-20.019,0,0,0,0,-58.535,-119.789
11360,0.836,-0.419,-0.368,-21.911,-9.948,-20.019,0,0,0,0,-58.535,-119.789
11380,0.836,-0.419,-0.368,-21.911,-9.948,-20.019,0,0,0,0,-58.535,-119.789
11400,0.867,-0.574,-0.464,-19.653,6.164,-42.968,0,0,0,0,-58.798,-120.596
11420,0.917,-0.615,-0.504,12.573,1.403,-45.654,0,0,0,0,-59.798,-121.673
11440,0.856,-0.539,-0.433,40.039,2.258,-69.152,0,0,0,0,-60.496,-122.003
11460,1.21,-0.575,-0.385,68.237,20.507,-28.808,0,0,0,0,-66.258,-121.475
11480,1.072,-0.472,-0.25,47.241,23.62,5.981,0,0,0,0,-66.934,-118.992
11500,1.056,-0.315,-0.111,27.099,26.245,44.494,0,0,0,0,-66.588,-115.933
11520,1.056,-0.315,-0.111,27.099,26.245,44.494,0,0,0,0,-66.456,-115.268
11540,0.921,-0.309,-0.055,-3.662,53.222,87.28,0,0,0,0,-65.286,-111.143
11560,0.921,-0.309,-0.055,-3.662,53.222,87.28,0,0,0,0,-64.984,-110.247
11580,0.921,-0.309,-0.055,-3.662,53.222,87.28,0,0,0,0,-64.984,-110.247
11600,0.9,-0.302,-0.014,-3.662,59.326,86.364,0,0,0,0,-63.105,-105.067
11620,0.857,-0.359,-0.026,-2.746,63.11,80.2,0,0,0,0,-62.501,-103.447
11640,0.749,-0.444,-0.003,-6.408,78.857,39.367,0,0,0,0,-60.485,-96.657
11660,0.798,-0.529,-0.01,-9.399,76.538,22.949,0,0,0,0,-59.952,-93.372
11680,0.703,-0.48,-0.017,-2.746,61.157,20.385,0,0,0,0,-59.337,-90.219
