2019-10-10 21:09:03,WT3F00000000,-0.479,0.013,0.138,0.000,0.000,0.000,5.240,73.911,14.744,210,178,-6,24.99,,,,0.79517,-0.04083,0.60028,0.07516,,,,
2019-10-10 21:09:03,WT3F00000000,-0.479,0.013,0.138,0.000,0.000,0.000,5.240,73.911,15.139,212,179,-1,24.99,,,,0.79492,-0.04288,0.60013,0.07791,,,,
2019-10-10 21:09:03,WT3F00000000,-0.479,0.013,0.138,0.000,0.000,0.000,5.240,73.905,15.546,211,180,-2,24.99,,,,0.79465,-0.04501,0.59998,0.08072,,,,
2019-10-10 21:09:03,WT3F00000000,-0.479,0.013,0.138,0.000,0.000,0.000,5.246,73.905,15.831,211,183,-9,24.99,,,,0.79443,-0.04648,0.59985,0.08267,,,,
2019-10-10 21:09:04,WT3F00000000,-0.479,0.013,0.138,0.000,0.000,0.000,5.246,73.905,16.133,211,179,0,24.99,,,,0.79422,-0.04807,0.59973,0.08478,,,,
2019-10-10 21:09:04,WT3F00000000,-0.479,0.013,0.138,0.000,0.000,0.000,5.246,73.905,16.414,209,182,-7,24.99,,,,0.79401,-0.04953,0.59961,0.08673,,,,
2019-10-10 21:09:04,WT3F00000000,-0.479,0.013,0.138,0.000,0.000,0.000,5.246,73.905,16.655,212,183,-6,24.99,,,,0.79382,-0.05078,0.59949,0.08838,,,,
2019-10-10 21:09:04,WT3F00000000,-0.479,0.013,0.138,0.000,0.000,0.000,5.246,73.905,16.957,212,183,0,24.99,,,,0.79361,-0.05234,0.59937,0.09048,,,,
2019-10-10 21:09:04,WT3F00000000,-0.479,0.013,0.138,0.000,0.000,0.000,5.251,73.905,17.287,210,176,-1,24.99,,,,0.79333,-0.05408,0.59918,0.09277,,,,
2019-10-10 21:09:04,WT3F00000000,-0.479,0.013,0.138,0.000,0.000,0.000,5.251,73.905,13.661,215,178,-199,24.99,,,,0.79590,-0.03506,0.60062,0.06760,,,,
